a1 啊 阿 腌 锕 
a1#ba4 阿爸 
bei3#dai4#he2 北戴河 
bei3#dao3 北岛 
bei3#dou3 北斗 
bei3#duan1 北端 
bei3#duan4 北段 
bei3#fa2 北伐 
bei3#fa2#zhan4#zheng1 北伐战争 
bei3#fang1 北方 
bei3#fang1#ren2 北方人 
bei3#fei1 北非 
bei3#feng1 北风 
bei3#guo2 北国 
bei3#hai3 北海 
bei3#hai3#dao4 北海道 
bei3#he2 北河 
bei3#ji2 北极 
bei3#ji2#quan1 北极圈 
bei3#jiang1 北疆 
bei3#jiao1 北郊 
bei3#jie1 北街 
bei3#jing1 北京 
bei3#jing1#da4#xue2 北京大学 
bei3#jing1#hua4 北京话 
bei3#jing1#ren2 北京人 
bei3#jing1#ri4#bao4 北京日报 
bei3#jing1#shi2#jian1 北京时间 
bei3#jing1#zhan4 北京站 
bei3#liu2 北流 
bei3#lu4 北路 
bei3#lun2 北仑 
bei3#mei3 北美 
bei3#mei3#zhou1 北美洲 
bei3#men2 北门 
bei3#mian4 北面 
bei3#ou1 北欧 
bei3#piao4 北票 
bei3#ping2 北平 
bei3#qu1 北区 
bei3#shan1 北山 
bei3#shang4 北上 
bei3#shi4 北市 
bei3#song4 北宋 
bei3#wei3 北纬 
bei3#wei4 北魏 
bei3#yang2 北洋 
bei3#yue1 北约 
bei3#zhan4 北站 
bei4 辈 背 贝 钡 倍 狈 备 惫 焙 被 孛 蓓 悖 碚 褙 鐾 
bei4#an4 备案 
bei4#bao3#xian3#ren2 被保险人 
bei4#bu3 被捕 
bei4#bu4 背部 
bei4#cha2 备查 
bei4#chu1 辈出 
bei4#ci4 被刺 
bei4#dan1 被单 
bei4#dao4 被盗 
bei4#dao4#an4 被盗案 
bei4#dao4#er2#chi2 背道而驰 
bei4#dong4 被动 
bei4#er3 贝尔 
bei4#er3#ge2#lai2#de2 贝尔格莱德 
bei4#fu2 被俘 
bei4#gan3 倍感 
bei4#gao4 被告 
bei4#gao4#ren2 被告人 
bei4#gao4#xi2 被告席 
bei4#geng1 备耕 
bei4#hai4 被害 
bei4#hai4#ren2 被害人 
bei4#hao3 备好 
bei4#hou4 背后 
bei4#jia1 倍加 
bei4#jian4 备件 
bei4#jing3 背景 
bei4#jing3#li2#xiang1 背井离乡 
bei4#ke2 贝壳 
bei4#ke4 备课 
bei4#lei4 贝类 
bei4#li2 背离 
bei4#li4 贝利 
bei4#lu3#te4 贝鲁特 
bei4#mian4 背面 被面 
bei4#ning2 贝宁 
bei4#pan4 背叛 
bei4#po4 被迫 
bei4#qi2 备齐 
bei4#qi4 背弃 
bei4#qie4 被窃 
bei4#ru4 被褥 
bei4#shou4 备受 
bei4#shui3#yi2#zhan4 背水一战 
bei4#song4 背诵 
bei4#tou1 被偷 
bei4#wang4#lu4 备忘录 
bei4#wo1 被窝 
bei4#xin1 背心 
bei4#xuan3#ju3#quan2 被选举权 
bei4#ying3 背影 
bei4#yong4 备用 
bei4#you3 备有 
bei4#zeng1 倍增 
bei4#zhan4 备战 被占 
bei4#zhan4#ling3#tu3 被占领土 
bei4#zi5 辈子 被子 
bei4#zu2 备足 
bei5 背 备 臂 呗 褙 
ben1 奔 贲 锛 
ben1#bo1 奔波 
ben1#chi2 奔驰 
ben1#fang4 奔放 
ben1#fu4 奔赴 
ben1#liu2 奔流 
ben1#mang2 奔忙 
ben1#pao3 奔跑 
ben1#sang1 奔丧 
ben1#teng2 奔腾 
ben1#yong3 奔涌 
ben1#zou3 奔走 
ben1#zou3#xiang1#gao4 奔走相告 
ben3 苯 本 畚 
ben3#an4 本案 
ben3#ban3 本版 
ben3#bao4 本报 
ben3#bao4#xun4 本报讯 
ben3#ben3 本本 
ben3#bi4 本币 
ben3#bu4 本部 
ben3#chang3 本场 
ben3#ci4 本次 
ben3#cun1 本村 
ben3#dang3 本党 
ben3#dao3 本岛 
ben3#di4 本地 
ben3#di4#qu1 本地区 
ben3#di4#ren2 本地人 
ben3#fa3 本法 
ben3#fen4 本分 
ben3#gai1 本该 
ben3#gong1#si1 本公司 
ben3#guo2 本国 
ben3#hang2 本行 
ben3#ji2 本级 
ben3#jie4 本届 
ben3#jin1 本金 
ben3#ke1 本科 
ben3#ke1#sheng1 本科生 
ben3#lai2 本来 
ben3#lai2#mian4#mu4 本来面目 
ben3#li4 本利 
ben3#ling3 本领 
ben3#lun2 本轮 
ben3#ming2 本名 
ben3#mo4#dao4#zhi4 本末倒置 
ben3#neng2 本能 
ben3#pian4 本片 
ben3#qi1 本期 
ben3#qian2 本钱 
ben3#qu1 本区 
ben3#ren2 本人 
ben3#sai4 本赛 
ben3#se4 本色 
ben3#shang4 本上 
ben3#shen1 本身 
ben3#sheng3 本省 
ben3#shi4 本市 
ben3#shi4#ji4 本世纪 
ben3#shi5 本事 
ben3#shu1 本书 
ben3#ti3 本体 
ben3#tian2 本田 
ben3#tiao2 本条 
ben3#tu3 本土 
ben3#wei4 本位 
ben3#wei4#zhu3#yi4 本位主义 
ben3#wen2 本文 
ben3#xi1 本息 本溪 
ben3#xian4 本县 
ben3#xiang1 本乡 
ben3#xiao4 本校 
ben3#xing4 本性 
ben3#yi4 本意 本义 
ben3#yuan4 本院 
ben3#yue4 本月 
ben3#yue4#di3 本月底 
ben3#zhe5 本着 
ben3#zhen4 本镇 
ben3#zhi2 本职 
ben3#zhi4 本质 
ben3#zhou1 本周 
ben3#zi5 本子 
ben4 奔 笨 夯 坌 
ben4#lai2 奔来 
ben4#qu4 奔去 
ben4#tou5 奔头 
ben4#xiang4 奔向 
ben4#zhong4 笨重 
ben4#zhuo1 笨拙 
ben5 奔 笨 
beng1 崩 绷 嘣 
beng1#dai4 绷带 
beng1#jin3 绷紧 
beng1#kui4 崩溃 
beng1#ta1 崩塌 
beng2 甭 
beng2#guan3 甭管 
beng3 绷 
beng4 蚌 绷 泵 蹦 迸 甏 
beng4#beng4#tiao4#tiao4 蹦蹦跳跳 
beng4#bu4 蚌埠 
beng4#fa1 迸发 
beng4#zhan4 泵站 
beng5 蹦 
bi1 Ｂ β 逼 
bi1#chu1#lai2 逼出来 
bi1#he2 逼和 
bi1#jin4 逼近 
bi1#po4 逼迫 
bi1#ren2 逼人 
bi1#shi3 逼使 
bi1#zhen1 逼真 
bi2 鼻 荸 
bi2#kong3 鼻孔 
bi2#liang2 鼻梁 
bi2#zi5 鼻子 
bi2#zu3 鼻祖 
bi3 比 鄙 笔 彼 匕 俾 吡 秕 
bi3#an4 彼岸 
bi3#bi3 比比 
bi3#bi3#jie1#shi4 比比皆是 
bi3#bu5#shang4 比不上 
bi3#chu4 笔触 
bi3#ci3 彼此 
bi3#de5 彼得 
bi3#diao4 笔调 
bi3#duan1 笔端 
bi3#dui4 比对 
bi3#fa3 笔法 
bi3#fang1 比方 
bi3#fang5 比方 
bi3#fen1 比分 
bi3#gan3 笔杆 
bi3#gao1 比高 
bi3#geng1 笔耕 
bi3#geng1#bu2#chuo4 笔耕不辍 
bi3#hua2 比划 
bi3#hua4 笔画 
bi3#hui4 笔会 
bi3#ji1 笔迹 
bi3#ji4 笔记 
bi3#ji4#ben3 笔记本 
bi3#jia4 比价 
bi3#jian1 比肩 
bi3#jiao4 比较 
bi3#le4#tuo2#li4#ya4 比勒陀利亚 
bi3#li4 比例 笔力 
bi3#li4#shi2 比利时 
bi3#lu4 笔录 
bi3#lv4 比率 
bi3#mei3 比美 
bi3#ming2 笔名 
bi3#mo4 笔墨 
bi3#ni3 比拟 
bi3#qi3 比起 
bi3#qi3#lai2 比起来 
bi3#ru2 比如 
bi3#sa4 比萨 
bi3#sa4#bing3 比萨饼 
bi3#sai4 比赛 
bi3#shi2#kai3#ke4 比什凯克 
bi3#shi4 比试 鄙视 笔试 
bi3#shou3 匕首 
bi3#suo3 比索 
bi3#tan2 笔谈 
bi3#te4 比特 
bi3#ting3 笔挺 
bi3#wu3 比武 
bi3#xia4 笔下 
bi3#yi4#qi2#fei1 比翼齐飞 
bi3#yu4 比喻 
bi3#zhao4 比照 
bi3#zhe3 笔者 
bi3#zhi2 笔直 
bi3#zhong4 比重 
bi4 碧 蓖 蔽 毕 毙 毖 币 庇 痹 闭 敝 弊 必 辟 壁 臂 避 陛 秘 泌 荜 萆 薜 哔 愎 滗 濞 弼 婢 璧 贲 畀 铋 裨 筚 箅 篦 襞 跸 髀 
bi4#bang3 臂膀 
bi4#bei4 必备 
bi4#bing4 弊病 
bi4#bo1 碧波 
bi4#bu4#ke3#shao3 必不可少 
bi4#de2 必得 
bi4#ding4 必定 
bi4#du2 必读 
bi4#duan1 弊端 
bi4#feng1 避风 
bi4#feng1#gang3 避风港 
bi4#gua4 壁挂 
bi4#guan1#suo3#guo2 闭关锁国 
bi4#guan1#zi4#shou3 闭关自守 
bi4#hai3 碧海 
bi4#hu4 庇护 
bi4#hua4 壁画 
bi4#hui4 闭会 
bi4#jia1#suo3 毕加索 
bi4#jiang1 必将 
bi4#jing1 必经 
bi4#jing4 毕竟 
bi4#kai1 避开 
bi4#kong1 碧空 
bi4#kou3 闭口 
bi4#lan2 碧蓝 
bi4#lei3 壁垒 
bi4#lu3 秘鲁 
bi4#lu4#dian4#shi4 闭路电视 
bi4#lv4 碧绿 
bi4#men2 闭门 
bi4#men2#zao4#che1 闭门造车 
bi4#mian3 避免 
bi4#mu4 闭幕 
bi4#mu4#shi4 闭幕式 
bi4#nan4 避难 
bi4#ran2 必然 
bi4#ran2#xing4 必然性 
bi4#ri4 蔽日 
bi4#se4 闭塞 
bi4#shang4 闭上 
bi4#sheng1 毕生 
bi4#sheng4 必胜 
bi4#shu3 避暑 
bi4#shui3 碧水 
bi4#shui4 避税 
bi4#xia4 陛下 
bi4#xiu1 必修 
bi4#xiu1#ke4 必修课 
bi4#xu1 必需 必须 
bi4#xu1#pin3 必需品 
bi4#yao4 必要 
bi4#yao4#tiao2#jian4 必要条件 
bi4#yao4#xing4 必要性 
bi4#ye4 毕业 
bi4#ye4#sheng1 毕业生 
bi4#yi4 裨益 
bi4#you2#zhi1#lu4 必由之路 
bi4#yu4 碧玉 
bi4#yun4 避孕 
bi4#zhi2 币值 
bi4#zhong3 币种 
bi5 比 避 
bian1 鞭 边 编 煸 砭 蝙 笾 鳊 
bian1#cai3 编采 
bian1#ce4 鞭策 
bian1#cheng2 边城 编成 编程 
bian1#chu1 编出 
bian1#chui2 边陲 
bian1#dao3 编导 
bian1#dui4 编队 
bian1#fang2 边防 
bian1#fang2#jun1 边防军 
bian1#fang2#zhan4 边防站 
bian1#fu2 蝙蝠 
bian1#guan1 边关 
bian1#hao3 编好 
bian1#hao4 编号 
bian1#ji2 编辑 
bian1#ji2#bu4 编辑部 
bian1#ji4 边际 
bian1#jian3 边检 
bian1#jiang1 边疆 
bian1#jie4 边界 
bian1#jing4 边境 
bian1#jing4#xian4 边境线 
bian1#ju4 编剧 
bian1#lu4 边路 
bian1#ma3 编码 
bian1#mao4 边贸 
bian1#min2 边民 
bian1#nian2#shi3 编年史 
bian1#pai2 编排 
bian1#pao4 鞭炮 
bian1#po1 边坡 
bian1#qu1 边区 
bian1#ru4 编入 
bian1#sai4 边塞 
bian1#shang4 边上 
bian1#shen3 编审 
bian1#ta4 鞭挞 
bian1#wai4 编外 
bian1#wei3#hui4 编委会 
bian1#xian4 边线 
bian1#xie3 编写 
bian1#xuan3 编选 
bian1#yan2 边沿 
bian1#yi4 编译 
bian1#yin4 编印 
bian1#yuan2 边缘 
bian1#yuan2#hua4 边缘化 
bian1#yuan3 边远 
bian1#zao4 编造 
bian1#zhe3 编者 
bian1#zhi1 编织 
bian1#zhi1#dai4 编织袋 
bian1#zhi4 编制 
bian1#zhong1 编钟 
bian1#zhu4 编著 
bian1#zhuan4 编撰 
bian1#zu3 编组 
bian1#zu3#zhan4 编组站 
bian1#zuan3 编纂 
bian3 贬 扁 匾 窆 褊 
bian3#dan5 扁担 
bian3#di1 贬低 
bian3#e2 匾额 
bian3#zhi2 贬值 
bian4 便 变 卞 辨 辩 辫 遍 弁 苄 忭 汴 
bian4#ben3#jia1#li4 变本加厉 
bian4#bie2 辨别 
bian4#bo2 辩驳 
bian4#bu4 遍布 
bian4#cheng2 变成 
bian4#da4 变大 
bian4#dao4 便道 
bian4#de5 变得 
bian4#di4 遍地 
bian4#di4#kai1#hua1 遍地开花 
bian4#dian4 变电 
bian4#dian4#suo3 变电所 
bian4#dong4 变动 
bian4#fa3 变法 
bian4#fan4 便饭 
bian4#fang3 遍访 
bian4#fei4#wei2#bao3 变废为宝 
bian4#fu2 便服 
bian4#ge2 变革 
bian4#geng1 变更 
bian4#gu4 变故 
bian4#hei1 变黑 
bian4#hu4 辩护 
bian4#hu4#ren2 辩护人 
bian4#hua4 变化 
bian4#hua4#duo1#duan1 变化多端 
bian4#hua4#mo4#ce4 变化莫测 
bian4#hua4#wu2#chang2 变化无常 
bian4#huan4 变换 变幻 
bian4#huan4#mo4#ce4 变幻莫测 
bian4#ji2 遍及 
bian4#jie2 便捷 
bian4#jie3 辩解 
bian4#leng3 变冷 
bian4#li4 便利 
bian4#lian3 变脸 
bian4#lun4 辩论 
bian4#lv4 变绿 
bian4#mai4 变卖 
bian4#mi4 便秘 
bian4#min2 便民 
bian4#nuan3 变暖 
bian4#pin2 变频 
bian4#qi4 便器 
bian4#qian1 变迁 
bian4#ren4 辨认 
bian4#se4 变色 
bian4#shi4 便是 
bian4#shu4 变数 
bian4#su4 变速 
bian4#su4#xiang1 变速箱 
bian4#tai4 变态 
bian4#ti3#lin2#shang1 遍体鳞伤 
bian4#tong1 变通 
bian4#wei2 变为 
bian4#wei4 变味 
bian4#xi1 辨析 
bian4#xian4 变现 
bian4#xiang4 变相 
bian4#xiao3 变小 
bian4#xie2 便携 
bian4#xing2 变形 
bian4#ya1 变压 
bian4#ya1#qi4 变压器 
bian4#yang4 变样 
bian4#ye3 遍野 
bian4#yi1 便衣 
bian4#yi4 变异 
bian4#yu2 便于 
bian4#zheng4 辨证 辩证 
bian4#zheng4#fa3 辩证法 
bian4#zheng4#wei2#wu4#zhu3#yi4 辩证唯物主义 
bian4#zhi4 变质 
bian4#zhong3 变种 
bian4#zhuang1 便装 
bian4#zi5 辫子 
bian5 边 编 贬 便 变 辨 成 
biao1 标 彪 膘 骠 杓 飙 飚 镖 镳 
biao1#bang3 标榜 
biao1#ben3 标本 
biao1#ben3#jian1#zhi4 标本兼治 
biao1#bing1 标兵 
biao1#bing3 彪炳 
biao1#chu1 标出 
biao1#de5 标的 
biao1#di3 标底 
biao1#dian3 标点 
biao1#gan1 标杆 
biao1#hao4 标号 
biao1#ji4 标记 
biao1#jia4 标价 
biao1#ming2 标明 
biao1#pai2 标牌 
biao1#qian1 标签 
biao1#shang4 标上 
biao1#sheng1 飙升 
biao1#shi2 标识 
biao1#shi4 标示 
biao1#ti2 标题 
biao1#xin1#li4#yi4 标新立异 
biao1#you3 标有 
biao1#yu3 标语 
biao1#zhi2 标值 
biao1#zhi4 标志 标致 
biao1#zhu4 标注 
biao1#zhun3 标准 
biao1#zhun3#hua4 标准化 
biao1#zhun3#shi2 标准时 
biao3 表 婊 裱 
biao3#bai2 表白 
biao3#ceng2 表层 
biao3#da2 表达 
biao3#di4 表弟 
biao3#ge1 表哥 
biao3#ge2 表格 
biao3#jie3 表姐 
biao3#jue2 表决 
biao3#li3 表里 
biao3#lu4 表露 
biao3#mian4 表面 
biao3#ming2 表明 
biao3#pi2 表皮 
biao3#qing2 表情 
biao3#shi4 表示 
biao3#shu4 表述 
biao3#shuai4 表率 
biao3#tai4 表态 
biao3#tu3 表土 
biao3#xian4 表现 
biao3#xian4#li4 表现力 
biao3#xiang4 表象 
biao3#yan3 表演 
biao3#yan3#sai4 表演赛 
biao3#yang2 表扬 
biao3#zhang1 表彰 
biao3#zhang1#hui4 表彰会 
biao5 标 膘 
bie1 鳖 憋 瘪 
bie2 别 蹩 
bie2#chu1#xin1#cai2 别出心裁 
bie2#chu4 别处 
bie2#guo2 别国 
bie2#ju4 别具 
bie2#ju4#yi4#ge2 别具一格 
bie2#kai1#sheng1#mian4 别开生面 
bie2#kan4 别看 
bie2#ming2 别名 
bie2#ren2 别人 
bie2#ren5 别人 
bie2#shi4 别是 
bie2#shu4 别墅 
bie2#shuo1 别说 
bie2#ti2 别提 
bie2#wu2#xuan3#ze2 别无选择 
bie2#yang4 别样 
bie2#you3 别有 
bie2#you3#yong4#xin1 别有用心 
bie2#zhi4 别致 
bie3 瘪 
bie4 别 
bie4#niu5 别扭 
bie5 别 
bin1 彬 斌 濒 滨 宾 傧 缤 玢 槟 镔 
bin1#bin1#you3#li3 彬彬有礼 
bin1#fen1 缤纷 
bin1#guan3 宾馆 
bin1#hai3 滨海 
bin1#jiang1 滨江 
bin1#ke4 宾客 
bin1#lin2 濒临 
bin1#peng2 宾朋 
bin1#wei1 濒危 
bin1#zhi4#ru2#gui1 宾至如归 
bin1#zhou1 滨州 
bin1#zhu3 宾主 
bin4 摈 殡 膑 髌 鬓 
bin4#fa4 鬓发 
bin4#qi4 摈弃 
bin4#yi2#guan3 殡仪馆 
bin4#zang4 殡葬 
bing1 兵 冰 并 屏 槟 
bing1#bao2 冰雹 
bing1#bu4 兵部 
bing1#ceng2 冰层 
bing1#chang3 冰场 
bing1#cheng2 冰城 
bing1#chuan1 冰川 
bing1#dao1 冰刀 
bing1#dao3 冰岛 
bing1#deng1 冰灯 
bing1#diao1 冰雕 
bing1#dong4 冰冻 
bing1#dong4#san1#chi3 冰冻三尺 
bing1#fen1#liang3#lu4 兵分两路 
bing1#feng1 冰封 冰峰 
bing1#gai4 冰盖 
bing1#gong1 兵工 
bing1#gong1#chang3 兵工厂 
bing1#gui4 冰柜 
bing1#gun4 冰棍 
bing1#he2 冰河 
bing1#jia1 兵家 
bing1#kuai4 冰块 
bing1#lang2 槟榔 
bing1#leng3 冰冷 
bing1#li4 兵力 
bing1#liang2 冰凉 
bing1#ling2 冰凌 
bing1#ma3#yong3 兵马俑 
bing1#mian4 冰面 
bing1#qi2#lin2 冰淇淋 
bing1#qi4 兵器 
bing1#qiu2 冰球 
bing1#qiu2#sai4 冰球赛 
bing1#shan1 冰山 
bing1#shui3 冰水 
bing1#tang2 冰糖 
bing1#tian1#xue3#di4 冰天雪地 
bing1#tuan2 兵团 
bing1#xiang1 冰箱 
bing1#xin1 冰心 
bing1#xue3 冰雪 
bing1#xue3#jie2 冰雪节 
bing1#yi4 兵役 
bing1#yi4#fa3 兵役法 
bing1#ying2 兵营 
bing1#yuan2 兵员 冰原 
bing1#zhan4 兵站 
bing1#zhong3 兵种 
bing3 柄 丙 秉 饼 炳 屏 禀 邴 
bing3#cheng2 秉承 
bing3#gan1 饼干 
bing3#gong1 秉公 
bing3#xi1 丙烯 屏息 
bing3#xing4 秉性 
bing3#zhu4 屏住 
bing4 病 并 摒 
bing4#bian4 病变 
bing4#bu4 并不 
bing4#bu4#shi4 并不是 
bing4#can2 病残 
bing4#cheng2 并成 
bing4#chong2#hai4 病虫害 
bing4#chuang2 病床 
bing4#cun2 并存 
bing4#dao3 病倒 
bing4#du2 病毒 
bing4#du2#xing4 病毒性 
bing4#fa1 并发 
bing4#fa1#zheng4 并发症 
bing4#fang2 病房 
bing4#fei1 并非 
bing4#fei1#ru2#ci3 并非如此 
bing4#fu1 病夫 
bing4#gen1 病根 
bing4#gu4 病故 
bing4#gui3 并轨 
bing4#hai4 病害 
bing4#hao4 病号 
bing4#jia4 病假 
bing4#jia4#qi2#qu1 并驾齐驱 
bing4#jian1 并肩 
bing4#jian1#zuo4#zhan4 并肩作战 
bing4#jin4 并进 
bing4#ju3 并举 
bing4#jun1 病菌 
bing4#li3 病理 
bing4#li4 病历 病例 并立 
bing4#lie4 并列 
bing4#mei2 并没 
bing4#mei2#you3 并没有 
bing4#mo2 病魔 
bing4#pai2 并排 
bing4#qi4 摒弃 
bing4#qie3 并且 
bing4#qing2 病情 
bing4#ren2 病人 
bing4#ru4 并入 
bing4#shi3 病史 
bing4#shi4 病逝 
bing4#si3 病死 
bing4#ta4 病榻 
bing4#tai4 病态 
bing4#ti3 病体 
bing4#tong4 病痛 
bing4#wang3 并网 
bing4#wang3#fa1#dian4 并网发电 
bing4#wei1 病危 
bing4#xing2 并行 
bing4#xiu1 病休 
bing4#yin1 病因 
bing4#yong4 并用 
bing4#you3 病友 
bing4#yu4 病愈 
bing4#yuan2 病员 
bing4#zao4 病灶 
bing4#zheng4 病症 
bing4#zhong4 病重 并重 
bing5 饼 病 
bo1 般 剥 玻 菠 播 拨 钵 波 啵 饽 簸 趵 
bo1#cai4 菠菜 
bo1#chang2 波长 
bo1#chu1 播出 拨出 
bo1#da3 拨打 
bo1#dong4 拨动 波动 
bo1#duan4 波段 
bo1#duo2 剥夺 
bo1#en1 波恩 
bo1#er3#duo1 波尔多 
bo1#fa1 播发 
bo1#fang4 播放 
bo1#fu4 拨付 
bo1#gei3 拨给 
bo1#guang1 波光 
bo1#hao4 拨号 
bo1#hei1 波黑 
bo1#ji2 波及 
bo1#kai1 拨开 
bo1#ke2 玻壳 
bo1#kuan3 拨款 
bo1#lan2 波兰 波澜 
bo1#lan2#zhuang4#kuo4 波澜壮阔 
bo1#lang4 波浪 
bo1#li2 剥离 玻璃 
bo1#li2#chuang1 玻璃窗 
bo1#li4#wei2#ya4 玻利维亚 
bo1#luan4#fan3#zheng4 拨乱反正 
bo1#luo2 菠萝 
bo1#luo2#di4#hai3 波罗的海 
bo1#luo4 剥落 
bo1#shi2 剥蚀 
bo1#shi4#dun4 波士顿 
bo1#si1 波斯 
bo1#tao1 波涛 
bo1#te4 波特 
bo1#tong1 拨通 
bo1#wen2 波纹 
bo1#xia4 播下 
bo1#xue1 剥削 
bo1#xue1#jie1#ji2 剥削阶级 
bo1#yin1 播音 波音 
bo1#yin1#yuan2 播音员 
bo1#zhe2 波折 
bo1#zhong3 播种 
bo1#zhong3#ji1 播种机 
bo2 柏 薄 博 勃 搏 铂 箔 伯 帛 舶 脖 膊 渤 泊 驳 魄 孛 亳 礴 钹 鹁 踣 
bo2#ai4 博爱 
bo2#bo2 勃勃 
bo2#bo2#sheng1#ji1 勃勃生机 
bo2#bo5 伯伯 
bo2#cai3 博采 
bo2#chi4 驳斥 
bo2#chuan2 驳船 
bo2#ci2#wa3#na4 博茨瓦纳 
bo2#da4 博大 
bo2#da4#jing1#shen1 博大精深 
bo2#de2 博得 
bo2#dou4 搏斗 
bo2#fa1 勃发 
bo2#fu4 伯父 
bo2#hai3 渤海 
bo2#hai3#wan1 渤海湾 
bo2#hui2 驳回 
bo2#ji1 搏击 
bo2#ke4#li4 伯克利 
bo2#lai2#pin3 舶来品 
bo2#lan3 博览 
bo2#lan3#hui4 博览会 
bo2#li4#heng2 伯利恒 
bo2#lin2 柏林 
bo2#ming2#han4 伯明翰 
bo2#mo2 薄膜 
bo2#ruo4 薄弱 
bo2#sha1 搏杀 
bo2#shi4 博士 
bo2#shi4#hou4 博士后 
bo2#shi4#sheng1 博士生 
bo2#shi4#xue2#wei4 博士学位 
bo2#wei4 泊位 
bo2#wu4 薄雾 
bo2#wu4#guan3 博物馆 
bo2#xue2 博学 
bo2#zhong4 伯仲 
bo2#zi5 脖子 
bo3 簸 跛 
bo4 柏 薄 檗 擘 簸 
bo4#he5 薄荷 
bo5 拨 伯 膊 卜 啵 饽 
bu1 逋 晡 
bu2 不 
bu2#bai4 不败 
bu2#bi4 不必 
bu2#bian4 不便 不变 
bu2#ce4 不测 
bu2#chi4 不啻 
bu2#chuo4 不辍 
bu2#cuo4 不错 
bu2#da4 不大 
bu2#da4#bu4#xiao3 不大不小 
bu2#dan4 不但 
bu2#dang4 不当 
bu2#dao4 不到 不道 
bu2#dao4#de2 不道德 
bu2#ding4 不定 
bu2#dong4#chan3 不动产 
bu2#dong4#sheng1#se4 不动声色 
bu2#duan4 不断 
bu2#dui4 不对 
bu2#fu4 不复 
bu2#fu4#zhong4#wang4 不负众望 
bu2#gou4 不够 
bu2#gu4 不顾 
bu2#gu4#yi2#qie4 不顾一切 
bu2#guo4 不过 
bu2#hui4 不会 不讳 
bu2#huo4 不惑 
bu2#huo4#zhi1#nian2 不惑之年 
bu2#ji4 不济 不计 
bu2#ji4#qi2#shu4 不计其数 
bu2#jian4 不见 
bu2#jin4#ran2 不尽然 
bu2#jin4#ren2#qing2 不近人情 
bu2#jin4#ze2#tui4 不进则退 
bu2#jing4#er2#zou3 不胫而走 
bu2#ju4 不惧 
bu2#ke4#qi4 不客气 
bu2#kuai4 不快 
bu2#kui4 不愧 
bu2#lai4 不赖 
bu2#li4 不利 不力 
bu2#li4#yu2 不利于 
bu2#liao4 不料 
bu2#lun4 不论 
bu2#miao4 不妙 
bu2#nai4#fan2 不耐烦 
bu2#pa4 不怕 
bu2#pei4 不配 
bu2#qie4#shi2#ji4 不切实际 
bu2#qu4 不去 
bu2#ri4 不日 
bu2#shan4 不善 
bu2#shen4 不慎 
bu2#shi4 不是 
bu2#su4#zhi1#ke4 不速之客 
bu2#suan4 不算 
bu2#tai4 不太 
bu2#wai4 不外 
bu2#wai4#hu1 不外乎 
bu2#wang4 不忘 
bu2#wei4 不畏 
bu2#wu4 不误 
bu2#wu4#zheng4#ye4 不务正业 
bu2#xia4 不下 
bu2#xiao4 不孝 
bu2#xie4 不懈 不屑 
bu2#xie4#yi2#gu4 不屑一顾 
bu2#xin4 不信 
bu2#xin4#ren4#an4 不信任案 
bu2#xing4 不幸 
bu2#xiu4#gang1 不锈钢 
bu2#yan4#qi2#fan2 不厌其烦 
bu2#yao4 不要 
bu2#yao4#jin3 不要紧 
bu2#ye4#cheng2 不夜城 
bu2#yi4 不易 不意 
bu2#yi4#er2#fei1 不翼而飞 
bu2#yi4#le4#hu1 不亦乐乎 
bu2#yi4#zhi1#cai2 不义之财 
bu2#yong4 不用 
bu2#yong4#shuo1 不用说 
bu2#yuan4 不愿 
bu2#yue4 不悦 
bu2#yun4#zheng4 不孕症 
bu2#zai4 不再 不在 
bu2#zai4#hu5 不在乎 
bu2#zai4#hua4#xia4 不在话下 
bu2#zhen4 不振 
bu2#zheng4#zhi1#feng1 不正之风 
bu2#zhi4 不致 不治 
bu2#zhi4#yu2 不至于 
bu2#zhi4#zhi1#zheng4 不治之症 
bu2#zhu4 不住 
bu3 堡 捕 卜 哺 补 卟 
bu3#ban4 补办 
bu3#chang2 补偿 
bu3#chang2#mao4#yi4 补偿贸易 
bu3#chong1 补充 
bu3#ding1 补丁 
bu3#fa1 补发 
bu3#huo4 捕获 
bu3#ji3 补给 
bu3#jiao1 补交 
bu3#jiao3 补缴 
bu3#jiu4 补救 
bu3#ke4 补课 
bu3#lao1 捕捞 
bu3#lie4 捕猎 
bu3#piao4 补票 
bu3#pin3 补品 
bu3#qi2 补齐 
bu3#que1 补缺 
bu3#ru3 哺乳 
bu3#ru3#dong4#wu4 哺乳动物 
bu3#sha1 捕杀 
bu3#shang4 补上 
bu3#shui4 补税 
bu3#tie1 补贴 
bu3#xi2 补习 
bu3#xuan3 补选 
bu3#yao4 补药 
bu3#yu2 捕鱼 
bu3#yu4 哺育 
bu3#zhu4 补助 
bu3#zhu4#jin1 补助金 
bu3#zhuo1 捕捉 
bu3#zu2 补足 
bu4 埠 不 布 步 簿 部 怖 埔 瓿 钚 
bu4#an1 不安 不谙 
bu4#bao1#kuo4 不包括 
bu4#bao3 不保 
bu4#bei1#bu4#kang4 不卑不亢 
bu4#bi3 不比 
bu4#bi4#yao4 不必要 
bu4#bing1 步兵 
bu4#bu4 步步 
bu4#bu4#wei2#ying2 步步为营 
bu4#ceng2 不曾 
bu4#chang4 不畅 
bu4#cheng2 不成 
bu4#cheng2#wen4#ti2 不成问题 
bu4#chi3 不齿 
bu4#chu1 不出 步出 
